Datetime,Open,High,Low,Close,Adj Close,Volume,Stock
2024-03-07 08:52:00-06:00,14.430000305175781,14.430000305175781,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 08:53:00-06:00,14.40999984741211,14.40999984741211,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 08:54:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 08:55:00-06:00,14.390000343322754,14.399999618530273,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 08:56:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 08:57:00-06:00,14.359999656677246,14.380000114440918,14.359999656677246,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 08:58:00-06:00,14.390000343322754,14.390000343322754,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 08:59:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 09:00:00-06:00,14.369999885559082,14.390000343322754,14.369999885559082,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 09:01:00-06:00,14.380000114440918,14.380000114440918,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:02:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:03:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:04:00-06:00,14.369999885559082,14.380000114440918,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 09:05:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 09:06:00-06:00,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:07:00-06:00,14.34000015258789,14.359999656677246,14.34000015258789,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 09:08:00-06:00,14.350000381469727,14.369999885559082,14.350000381469727,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:09:00-06:00,14.369999885559082,14.369999885559082,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 09:10:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 09:11:00-06:00,14.319999694824219,14.329999923706055,14.3100004196167,14.3100004196167,14.3100004196167,0,^VIX
2024-03-07 09:12:00-06:00,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0,^VIX
2024-03-07 09:13:00-06:00,14.289999961853027,14.300000190734863,14.289999961853027,14.300000190734863,14.300000190734863,0,^VIX
2024-03-07 09:14:00-06:00,14.3100004196167,14.319999694824219,14.3100004196167,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 09:15:00-06:00,14.319999694824219,14.329999923706055,14.3100004196167,14.3100004196167,14.3100004196167,0,^VIX
2024-03-07 09:16:00-06:00,14.329999923706055,14.34000015258789,14.329999923706055,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:17:00-06:00,14.329999923706055,14.34000015258789,14.329999923706055,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:18:00-06:00,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:19:00-06:00,14.350000381469727,14.350000381469727,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:20:00-06:00,14.34000015258789,14.34000015258789,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 09:21:00-06:00,14.34000015258789,14.380000114440918,14.34000015258789,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:22:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:23:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:24:00-06:00,14.399999618530273,14.399999618530273,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:25:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:26:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:27:00-06:00,14.359999656677246,14.380000114440918,14.350000381469727,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:28:00-06:00,14.390000343322754,14.40999984741211,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:29:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 09:30:00-06:00,14.399999618530273,14.4399995803833,14.399999618530273,14.4399995803833,14.4399995803833,0,^VIX
2024-03-07 09:31:00-06:00,14.4399995803833,14.460000038146973,14.4399995803833,14.460000038146973,14.460000038146973,0,^VIX
2024-03-07 09:32:00-06:00,14.430000305175781,14.430000305175781,14.430000305175781,14.430000305175781,14.430000305175781,0,^VIX
2024-03-07 09:33:00-06:00,14.430000305175781,14.430000305175781,14.40999984741211,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 09:34:00-06:00,14.40999984741211,14.420000076293945,14.40999984741211,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 09:35:00-06:00,14.420000076293945,14.420000076293945,14.420000076293945,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 09:36:00-06:00,14.420000076293945,14.420000076293945,14.420000076293945,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 09:37:00-06:00,14.430000305175781,14.430000305175781,14.40999984741211,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 09:38:00-06:00,14.40999984741211,14.40999984741211,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 09:39:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:40:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:41:00-06:00,14.380000114440918,14.399999618530273,14.380000114440918,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:42:00-06:00,14.399999618530273,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:43:00-06:00,14.40999984741211,14.4399995803833,14.40999984741211,14.4399995803833,14.4399995803833,0,^VIX
2024-03-07 09:44:00-06:00,14.4399995803833,14.449999809265137,14.4399995803833,14.449999809265137,14.449999809265137,0,^VIX
2024-03-07 09:45:00-06:00,14.4399995803833,14.449999809265137,14.4399995803833,14.449999809265137,14.449999809265137,0,^VIX
2024-03-07 09:46:00-06:00,14.449999809265137,14.449999809265137,14.4399995803833,14.4399995803833,14.4399995803833,0,^VIX
2024-03-07 09:47:00-06:00,14.449999809265137,14.449999809265137,14.430000305175781,14.430000305175781,14.430000305175781,0,^VIX
2024-03-07 09:48:00-06:00,14.4399995803833,14.4399995803833,14.40999984741211,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 09:49:00-06:00,14.40999984741211,14.40999984741211,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:50:00-06:00,14.399999618530273,14.40999984741211,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 09:51:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 09:52:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:53:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:54:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 09:55:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:56:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 09:57:00-06:00,14.350000381469727,14.350000381469727,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 09:58:00-06:00,14.350000381469727,14.369999885559082,14.350000381469727,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 09:59:00-06:00,14.369999885559082,14.399999618530273,14.369999885559082,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 10:00:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 10:01:00-06:00,14.399999618530273,14.40999984741211,14.399999618530273,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 10:02:00-06:00,14.420000076293945,14.420000076293945,14.399999618530273,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 10:03:00-06:00,14.40999984741211,14.40999984741211,14.40999984741211,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 10:04:00-06:00,14.399999618530273,14.399999618530273,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:05:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:06:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:07:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:08:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:09:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:10:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:11:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:12:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:13:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 10:14:00-06:00,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 10:15:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:16:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:17:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:18:00-06:00,14.380000114440918,14.390000343322754,14.369999885559082,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 10:19:00-06:00,14.380000114440918,14.390000343322754,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:20:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:21:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:22:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:23:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:24:00-06:00,14.359999656677246,14.359999656677246,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 10:25:00-06:00,14.350000381469727,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:26:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:27:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 10:28:00-06:00,14.350000381469727,14.350000381469727,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 10:29:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:30:00-06:00,14.329999923706055,14.369999885559082,14.329999923706055,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:31:00-06:00,14.350000381469727,14.369999885559082,14.350000381469727,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:32:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:33:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:34:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:35:00-06:00,14.369999885559082,14.390000343322754,14.369999885559082,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 10:36:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:37:00-06:00,14.369999885559082,14.369999885559082,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:38:00-06:00,14.329999923706055,14.34000015258789,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:39:00-06:00,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:40:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 10:41:00-06:00,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:42:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:43:00-06:00,14.329999923706055,14.34000015258789,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:44:00-06:00,14.34000015258789,14.34000015258789,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 10:45:00-06:00,14.329999923706055,14.350000381469727,14.329999923706055,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 10:46:00-06:00,14.350000381469727,14.369999885559082,14.350000381469727,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:47:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:48:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:49:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:50:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:51:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:52:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:53:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 10:54:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 10:55:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:56:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:57:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:58:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 10:59:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:00:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:01:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:02:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:03:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:04:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:05:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:06:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:07:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:08:00-06:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:09:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:10:00-06:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:11:00-06:00,14.369999885559082,14.369999885559082,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:12:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:13:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:14:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:15:00-06:00,14.369999885559082,14.369999885559082,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:16:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:17:00-06:00,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:18:00-06:00,14.350000381469727,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:19:00-06:00,14.350000381469727,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 11:20:00-06:00,14.359999656677246,14.369999885559082,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:21:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:22:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:23:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:24:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:25:00-06:00,14.380000114440918,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:26:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 11:27:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:28:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:29:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:30:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:31:00-06:00,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:32:00-06:00,14.399999618530273,14.399999618530273,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:33:00-06:00,14.380000114440918,14.399999618530273,14.380000114440918,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:34:00-06:00,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:35:00-06:00,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:36:00-06:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:37:00-06:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:38:00-06:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:39:00-06:00,14.380000114440918,14.399999618530273,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:40:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:41:00-06:00,14.40999984741211,14.420000076293945,14.40999984741211,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 11:42:00-06:00,14.430000305175781,14.430000305175781,14.420000076293945,14.420000076293945,14.420000076293945,0,^VIX
2024-03-07 11:43:00-06:00,14.420000076293945,14.420000076293945,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:44:00-06:00,14.40999984741211,14.40999984741211,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:45:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:46:00-06:00,14.399999618530273,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:47:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:48:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 11:49:00-06:00,14.380000114440918,14.390000343322754,14.380000114440918,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:50:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:51:00-06:00,14.399999618530273,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:52:00-06:00,14.390000343322754,14.399999618530273,14.380000114440918,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:53:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:54:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:55:00-06:00,14.399999618530273,14.40999984741211,14.399999618530273,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 11:56:00-06:00,14.40999984741211,14.40999984741211,14.40999984741211,14.40999984741211,14.40999984741211,0,^VIX
2024-03-07 11:57:00-06:00,14.40999984741211,14.40999984741211,14.399999618530273,14.399999618530273,14.399999618530273,0,^VIX
2024-03-07 11:58:00-06:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 11:59:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:00:00-06:00,14.390000343322754,14.390000343322754,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:01:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:02:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:03:00-06:00,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:04:00-06:00,14.369999885559082,14.380000114440918,14.369999885559082,14.380000114440918,14.380000114440918,0,^VIX
2024-03-07 12:05:00-06:00,14.380000114440918,14.390000343322754,14.369999885559082,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 12:06:00-06:00,14.390000343322754,14.399999618530273,14.390000343322754,14.390000343322754,14.390000343322754,0,^VIX
2024-03-07 12:07:00-06:00,14.390000343322754,14.390000343322754,14.369999885559082,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 12:08:00-06:00,14.380000114440918,14.380000114440918,14.359999656677246,14.369999885559082,14.369999885559082,0,^VIX
2024-03-07 12:09:00-06:00,14.359999656677246,14.359999656677246,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 12:10:00-06:00,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,^VIX
2024-03-07 12:11:00-06:00,14.350000381469727,14.350000381469727,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 12:12:00-06:00,14.34000015258789,14.350000381469727,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 12:13:00-06:00,14.34000015258789,14.359999656677246,14.34000015258789,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 12:14:00-06:00,14.350000381469727,14.359999656677246,14.350000381469727,14.359999656677246,14.359999656677246,0,^VIX
2024-03-07 12:15:00-06:00,14.359999656677246,14.359999656677246,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 12:16:00-06:00,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,0,^VIX
2024-03-07 12:17:00-06:00,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 12:18:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.329999923706055,14.329999923706055,0,^VIX
2024-03-07 12:19:00-06:00,14.319999694824219,14.319999694824219,14.3100004196167,14.3100004196167,14.3100004196167,0,^VIX
2024-03-07 12:20:00-06:00,14.319999694824219,14.319999694824219,14.3100004196167,14.3100004196167,14.3100004196167,0,^VIX
2024-03-07 12:21:00-06:00,14.319999694824219,14.329999923706055,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:22:00-06:00,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:23:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:24:00-06:00,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:25:00-06:00,14.319999694824219,14.319999694824219,14.3100004196167,14.3100004196167,14.3100004196167,0,^VIX
2024-03-07 12:26:00-06:00,14.3100004196167,14.319999694824219,14.3100004196167,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:27:00-06:00,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:28:00-06:00,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
2024-03-07 12:29:00-06:00,14.329999923706055,14.329999923706055,14.319999694824219,14.319999694824219,14.319999694824219,0,^VIX
